"TransactionID","itemDescription"
"4104_01-09-2014","white wine"
"4265_06-05-2014","other vegetables"
"2504_24-04-2014","whole milk"
"3249_22-12-2014","ham"
"4461_30-03-2014","tropical fruit"
"1489_04-11-2014","sausage"
"3911_01-08-2014","other vegetables"
"2443_10-03-2014","sausage"
"3800_14-07-2014","domestic eggs"
"4265_31-10-2014","other vegetables"
"4971_07-11-2014","sausage"
"2357_15-08-2014","tropical fruit"
"3263_17-07-2014","waffles"
"2443_02-09-2014","pastry"
"3378_20-01-2014","pork"
"1870_06-06-2014","waffles"
"4355_10-09-2014","pip fruit"
"3832_26-06-2014","rolls/buns"
"4120_22-09-2014","yogurt"
"2555_26-11-2014","frankfurter"
"1103_22-11-2014","cream"
"3795_02-07-2014","yogurt"
"2544_11-01-2014","instant coffee"
"4098_12-09-2014","berries"
"1274_16-05-2014","dessert"
"4535_31-08-2014","whole milk"
"1643_12-04-2014","whole milk"
"4622_18-05-2014","brown bread"
"1309_20-04-2014","sausage"
"2193_08-10-2014","onions"
"1388_19-11-2014","hygiene articles"
"3298_05-02-2014","whole milk"
"4488_16-12-2014","other vegetables"
"3682_14-09-2014","tropical fruit"
"1448_05-07-2014","salty snack"
"1340_29-03-2014","whole milk"
"4578_12-08-2014","yogurt"
"2937_02-08-2014","pork"
"1511_28-08-2014","bottled water"
"3610_16-09-2014","whole milk"
"3140_26-03-2014","salty snack"
"2165_27-09-2014","bottled beer"
"2059_31-05-2014","ham"
"3561_08-04-2014","ice cream"
"3552_29-10-2014","chocolate marshmallow"
"1942_22-07-2014","pip fruit"
"3502_12-07-2014","whole milk"
"2929_24-09-2014","yogurt"
"1475_21-09-2014","yogurt"
"2042_31-08-2014","hygiene articles"
"4391_19-10-2014","UHT-milk"
"2674_01-05-2014","root vegetables"
"3398_04-01-2014","chocolate"
"4967_16-09-2014","sausage"
"3522_23-03-2014","tropical fruit"
"2244_19-01-2014","finished products"
"2593_13-10-2014","tropical fruit"
"3299_09-01-2014","ham"
"1959_02-05-2014","root vegetables"
"1648_13-02-2014","newspapers"
"3740_19-05-2014","pork"
"3505_30-11-2014","coffee"
"3350_21-01-2014","citrus fruit"
"3948_17-09-2014","bottled beer"
"2506_09-05-2014","frankfurter"
"1575_14-02-2014","rolls/buns"
"2289_20-11-2014","frankfurter"
"4621_28-03-2014","chicken"
"4408_01-02-2014","pip fruit"
"2643_16-04-2014","citrus fruit"
"2132_29-07-2014","root vegetables"
"4340_24-08-2014","other vegetables"
"3421_13-03-2014","frankfurter"
"3982_27-05-2014","meat"
"3252_14-05-2014","whole milk"
"4586_17-05-2014","rolls/buns"
"3383_12-02-2014","soda"
"4886_18-09-2014","sliced cheese"
"2810_05-11-2014","sausage"
"2745_27-04-2014","root vegetables"
"1983_19-05-2014","hamburger meat"
"2660_11-09-2014","tropical fruit"
"4193_29-12-2014","bottled beer"
"2430_03-02-2014","sausage"
"1548_22-02-2014","condensed milk"
"4459_21-11-2014","whole milk"
"2198_10-08-2014","chicken"
"4508_22-08-2014","whole milk"
"3322_13-08-2014","beef"
"4356_25-06-2014","root vegetables"
"1913_11-06-2014","chicken"
"4548_20-10-2014","pork"
"2585_28-09-2014","frozen vegetables"
"4684_31-08-2014","whole milk"
"4152_21-12-2014","hamburger meat"
"4954_18-07-2014","frankfurter"
"2444_19-06-2014","tropical fruit"
"1735_06-08-2014","soda"
"4038_23-06-2014","yogurt"
"3453_04-09-2014","UHT-milk"
"3252_29-10-2014","pastry"
"4830_20-11-2014","citrus fruit"
"3087_27-12-2014","white bread"
"2641_23-07-2014","oil"
"2648_25-04-2014","root vegetables"
"3246_29-10-2014","pork"
"2047_05-01-2014","tropical fruit"
"1163_11-03-2014","sausage"
"3577_05-09-2014","meat"
"4972_04-08-2014","sausage"
"4789_12-08-2014","curd"
"2413_18-01-2014","whole milk"
"2824_17-09-2014","sausage"
"2547_10-11-2014","sausage"
"4585_18-05-2014","shopping bags"
"1584_28-12-2014","UHT-milk"
"1814_01-02-2014","frankfurter"
"3956_15-08-2014","soda"
"2722_13-11-2014","citrus fruit"
"3957_29-07-2014","chicken"
"3621_22-05-2014","pork"
"1360_17-01-2014","frankfurter"
"3377_29-08-2014","pip fruit"
"1634_16-09-2014","chicken"
"1209_26-08-2014","ham"
"2160_19-05-2014","beverages"
"1476_31-03-2014","margarine"
"4442_24-03-2014","pork"
"3588_17-04-2014","ham"
"1141_15-12-2014","berries"
"1564_30-10-2014","tropical fruit"
"1725_27-10-2014","tropical fruit"
"4204_01-04-2014","pastry"
"2779_22-11-2014","dessert"
"4335_01-03-2014","whole milk"
"3755_19-11-2014","ice cream"
"1583_09-02-2014","sliced cheese"
"3649_12-02-2014","beef"
"1531_24-09-2014","meat"
"2199_02-06-2014","citrus fruit"
"3211_16-12-2014","tropical fruit"
"2330_05-11-2014","sausage"
"1753_12-12-2014","whole milk"
"2695_04-08-2014","frozen meals"
"4839_03-06-2014","sausage"
"2271_25-06-2014","sausage"
"3632_05-10-2014","newspapers"
"3710_14-09-2014","whole milk"
"4828_08-05-2014","beef"
"3553_03-06-2014","pip fruit"
"3177_18-10-2014","yogurt"
"2300_16-03-2014","pork"
"4653_09-11-2014","ice cream"
"4124_25-12-2014","chicken"
"1677_24-07-2014","citrus fruit"
"1926_25-07-2014","frankfurter"
"3156_13-11-2014","sausage"
"4993_19-08-2014","tropical fruit"
"1396_03-12-2014","sausage"
"1353_27-12-2014","cooking chocolate"
"2356_21-04-2014","chicken"
"4028_10-10-2014","semi-finished bread"
"1878_09-01-2014","chicken"
"2048_24-02-2014","semi-finished bread"
"3639_29-11-2014","yogurt"
"2113_19-09-2014","yogurt"
"1440_14-07-2014","whole milk"
"1285_08-01-2014","butter"
"3242_29-07-2014","UHT-milk"
"2808_02-09-2014","cereals"
"4763_29-09-2014","other vegetables"
"1176_09-05-2014","tropical fruit"
"1077_30-12-2014","rolls/buns"
"1933_21-10-2014","tropical fruit"
"1594_15-04-2014","sugar"
"3915_14-04-2014","pastry"
"3992_15-11-2014","cream cheese "
"1426_26-10-2014","root vegetables"
"2688_18-10-2014","canned beer"
"3378_12-09-2014","rolls/buns"
"4201_17-11-2014","soda"
"2927_17-04-2014","beverages"
"1801_07-09-2014","other vegetables"
"4076_17-11-2014","other vegetables"
"3117_09-01-2014","berries"
"2168_07-02-2014","grapes"
"2686_09-12-2014","soda"
"4868_14-06-2014","other vegetables"
"4706_31-03-2014","zwieback"
"4705_20-06-2014","rolls/buns"
"3184_19-03-2014","root vegetables"
"4876_14-05-2014","yogurt"
"1202_29-07-2014","yogurt"
"2884_17-03-2014","bottled water"
"4314_12-02-2014","other vegetables"
"2331_28-12-2014","rolls/buns"
"3917_06-03-2014","grapes"
"3005_10-07-2014","tropical fruit"
"1058_07-08-2014","yogurt"
"4201_12-09-2014","curd"
"1454_28-01-2014","brown bread"
"4546_20-03-2014","oil"
"4050_09-03-2014","beef"
"3132_14-09-2014","pastry"
"2014_18-07-2014","whole milk"
"3324_29-12-2014","pastry"
"1750_28-05-2014","beef"
"4165_12-01-2014","tropical fruit"
"3129_26-07-2014","pastry"
"2742_02-06-2014","coffee"
"3892_07-04-2014","newspapers"
"3325_16-11-2014","whole milk"
"2671_02-12-2014","pip fruit"
"1052_29-09-2014","butter"
"2827_16-10-2014","citrus fruit"
"4339_10-06-2014","meat spreads"
"2127_20-01-2014","whole milk"
"4420_26-09-2014","whole milk"
"3464_07-03-2014","salt"
"1052_20-11-2014","bottled water"
"2906_15-10-2014","coffee"
"3828_25-04-2014","whole milk"
"2374_14-05-2014","onions"
"2041_09-02-2014","condensed milk"
"1488_22-06-2014","root vegetables"
"2373_22-08-2014","newspapers"
"1366_29-08-2014","other vegetables"
"1587_13-09-2014","yogurt"
"3926_22-02-2014","salty snack"
"4229_17-07-2014","butter milk"
"2725_27-01-2014","hamburger meat"
"2519_04-08-2014","photo/film"
"1416_23-08-2014","sliced cheese"
"2048_30-10-2014","hamburger meat"
"1417_01-08-2014","yogurt"
"4028_29-04-2014","tropical fruit"
"4077_08-04-2014","misc. beverages"
"3864_29-10-2014","pork"
"4165_30-05-2014","rolls/buns"
"3222_30-08-2014","whole milk"
"4653_05-09-2014","fruit/vegetable juice"
"1317_26-07-2014","citrus fruit"
"2032_03-02-2014","whipped/sour cream"
"3649_12-01-2014","pip fruit"
"2393_22-03-2014","sausage"
"3771_21-12-2014","bottled water"
"1946_14-11-2014","dessert"
"1431_13-10-2014","whipped/sour cream"
"2445_02-09-2014","berries"
"4819_20-08-2014","whole milk"
"2781_10-07-2014","whole milk"
"2302_29-01-2014","other vegetables"
"3361_25-07-2014","cream cheese "
"1142_13-10-2014","other vegetables"
"2293_14-04-2014","sausage"
"2716_05-03-2014","dessert"
"2666_16-05-2014","soda"
"2645_16-06-2014","red/blush wine"
"4464_18-02-2014","sausage"
"1895_30-07-2014","butter milk"
"2114_22-08-2014","dessert"
"4242_30-01-2014","yogurt"
"1771_03-10-2014","soda"
"3891_11-10-2014","flour"
"1327_18-07-2014","other vegetables"
"2644_21-05-2014","Instant food products"
"3862_03-04-2014","sausage"
"3103_26-02-2014","misc. beverages"
"3881_16-12-2014","frozen vegetables"
"3038_16-07-2014","butter"
"4656_24-05-2014","rolls/buns"
"1025_10-03-2014","ham"
"1040_14-06-2014","yogurt"
"2945_16-11-2014","citrus fruit"
"4178_26-05-2014","popcorn"
"3193_18-04-2014","whole milk"
"3217_04-10-2014","pork"
"3653_07-09-2014","other vegetables"
"4196_27-07-2014","other vegetables"
"4408_02-07-2014","shopping bags"
"2295_13-06-2014","rolls/buns"
"2408_28-05-2014","other vegetables"
"1889_26-06-2014","herbs"
"4867_30-09-2014","butter"
"4967_05-11-2014","soda"
"1317_01-07-2014","specialty cheese"
"4773_23-06-2014","other vegetables"
"1970_22-02-2014","soda"
"3494_31-03-2014","root vegetables"
"3048_23-05-2014","pastry"
"1924_18-02-2014","white wine"
"2855_25-05-2014","tropical fruit"
"4359_02-03-2014","butter milk"
"3811_19-04-2014","dessert"
"1923_20-11-2014","cream cheese "
"1921_12-12-2014","salt"
"1598_18-07-2014","ice cream"
"4627_22-02-2014","soft cheese"
"2181_05-04-2014","bottled water"
"3116_10-12-2014","whole milk"
"4048_03-07-2014","ice cream"
"1166_03-06-2014","bottled water"
"3563_12-12-2014","bottled beer"
"1374_11-09-2014","candy"
"3732_27-03-2014","ham"
"2952_22-04-2014","canned beer"
"4091_26-08-2014","cream cheese "
"1470_11-06-2014","tropical fruit"
"1893_22-07-2014","salt"
"3596_04-11-2014","rolls/buns"
"3524_08-09-2014","berries"
"2144_22-02-2014","beef"
"1237_12-03-2014","citrus fruit"
"4830_04-04-2014","bottled beer"
"3921_06-11-2014","rolls/buns"
"2760_22-04-2014","bottled water"
"4645_02-06-2014","chewing gum"
"2616_24-10-2014","root vegetables"
"2776_03-04-2014","pastry"
"1801_19-11-2014","pastry"
"2997_09-02-2014","yogurt"
"4860_01-02-2014","sugar"
"2173_15-12-2014","other vegetables"
"2574_26-10-2014","beverages"
"1535_26-06-2014","pork"
"3745_22-12-2014","specialty bar"
"1724_22-02-2014","fruit/vegetable juice"
"4202_16-02-2014","female sanitary products"
"1068_08-03-2014","soda"
"2319_05-11-2014","beef"
"4461_16-11-2014","newspapers"
"3762_01-07-2014","sliced cheese"
"1587_26-12-2014","curd"
"1581_17-06-2014","meat"
"3903_23-04-2014","rolls/buns"
"1749_09-09-2014","berries"
"2816_06-03-2014","citrus fruit"
"1340_28-12-2014","mustard"
"3618_07-10-2014","beef"
"4146_05-08-2014","sausage"
"2277_13-03-2014","other vegetables"
"2011_25-09-2014","beverages"
"2595_11-11-2014","herbs"
"4567_01-05-2014","whipped/sour cream"
"1465_27-06-2014","whole milk"
"3046_03-04-2014","curd"
"3647_15-05-2014","whole milk"
"4833_27-04-2014","whole milk"
"1565_30-10-2014","oil"
"2531_09-01-2014","beef"
"2362_27-10-2014","rolls/buns"
"3163_29-12-2014","rolls/buns"
"2915_29-07-2014","beef"
"1250_08-10-2014","other vegetables"
"3326_07-03-2014","beverages"
"2154_10-11-2014","soda"
"2621_27-09-2014","pip fruit"
"2800_29-10-2014","other vegetables"
"3066_20-09-2014","other vegetables"
"1248_08-05-2014","citrus fruit"
"1379_02-07-2014","whole milk"
"1424_04-04-2014","berries"
"1687_17-10-2014","coffee"
"1625_21-05-2014","sausage"
"2671_25-04-2014","pip fruit"
"3906_30-10-2014","citrus fruit"
"2058_02-04-2014","rolls/buns"
"1509_09-04-2014","margarine"
"2342_19-12-2014","root vegetables"
"2432_15-11-2014","pip fruit"
"2010_06-01-2014","other vegetables"
"4631_25-02-2014","pip fruit"
"3712_04-07-2014","citrus fruit"
"4226_03-03-2014","citrus fruit"
"1900_17-02-2014","pip fruit"
"2943_01-01-2014","whole milk"
"1835_09-10-2014","tropical fruit"
"1363_21-07-2014","whole milk"
"4662_20-05-2014","frozen meals"
"4136_18-02-2014","sugar"
"1295_13-03-2014","other vegetables"
"1510_17-04-2014","other vegetables"
"1248_09-05-2014","root vegetables"
"3709_12-05-2014","pork"
"2033_22-10-2014","berries"
"1660_03-04-2014","packaged fruit/vegetables"
"1546_03-10-2014","coffee"
"3180_24-02-2014","citrus fruit"
"1299_23-02-2014","rolls/buns"
"4664_03-01-2014","beef"
"4017_28-08-2014","soda"
"4839_10-03-2014","packaged fruit/vegetables"
"2907_02-08-2014","white wine"
"1181_23-10-2014","white bread"
"3730_26-07-2014","chicken"
"4080_22-09-2014","whole milk"
"1249_01-01-2014","citrus fruit"
"4302_14-07-2014","hard cheese"
"4459_12-08-2014","yogurt"
"4070_28-05-2014","cake bar"
"4972_13-06-2014","soda"
"3534_08-01-2014","citrus fruit"
"1389_13-11-2014","root vegetables"
"2670_15-08-2014","brown bread"
"3456_31-01-2014","canned fish"
"4067_13-01-2014","whole milk"
"4075_25-05-2014","other vegetables"
"3563_26-06-2014","root vegetables"
"3398_15-04-2014","hygiene articles"
"3295_06-03-2014","yogurt"
"4283_20-06-2014","other vegetables"
"3641_02-04-2014","white bread"
"2792_16-02-2014","mayonnaise"
"4381_25-08-2014","specialty chocolate"
"2051_20-01-2014","meat"
"3120_10-12-2014","pip fruit"
"2424_24-06-2014","other vegetables"
"2261_25-07-2014","citrus fruit"
"1705_05-05-2014","rolls/buns"
"2155_31-10-2014","salty snack"
"2108_18-09-2014","beverages"
"2254_24-11-2014","butter"
"2906_02-03-2014","whole milk"
"3996_30-05-2014","whole milk"
"2431_28-02-2014","whole milk"
"4526_31-08-2014","hamburger meat"
"4271_11-06-2014","whipped/sour cream"
"1593_20-02-2014","canned beer"
"2479_27-02-2014","domestic eggs"
"4246_28-06-2014","soda"
"2851_22-06-2014","bottled beer"
"1940_26-09-2014","hygiene articles"
"4169_24-05-2014","whole milk"
"1814_25-07-2014","fruit/vegetable juice"
"4969_27-10-2014","sausage"
"1640_08-03-2014","root vegetables"
"1076_24-12-2014","sausage"
"2666_01-09-2014","root vegetables"
"1659_25-12-2014","brown bread"
"2439_16-02-2014","packaged fruit/vegetables"
"3154_04-12-2014","bottled water"
"1186_23-03-2014","white bread"
"4028_12-06-2014","coffee"
"2991_27-03-2014","butter milk"
"3107_16-06-2014","newspapers"
"3963_21-09-2014","citrus fruit"
"4494_30-11-2014","frozen dessert"
"3521_23-04-2014","butter milk"
"1017_19-06-2014","yogurt"
"1476_05-11-2014","liquor"
"2696_17-10-2014","butter"
"3921_02-02-2014","hard cheese"
"3194_22-08-2014","liver loaf"
"4394_27-05-2014","pastry"
"4812_22-01-2014","tropical fruit"
"2375_18-08-2014","whole milk"
"3244_28-07-2014","rolls/buns"
"2625_21-07-2014","whole milk"
"1635_17-11-2014","chocolate"
"1365_25-06-2014","rolls/buns"
"2031_05-07-2014","other vegetables"
"2332_14-09-2014","bathroom cleaner"
"4896_03-05-2014","red/blush wine"
"4216_25-12-2014","butter milk"
"3103_10-12-2014","whole milk"
"4955_21-10-2014","other vegetables"
"1887_18-10-2014","bottled water"
"2013_26-12-2014","yogurt"
"1574_30-11-2014","whole milk"
"3976_05-08-2014","tropical fruit"
"1639_23-08-2014","ham"
"3918_10-08-2014","rolls/buns"
"4361_14-07-2014","citrus fruit"
"3064_14-06-2014","frozen vegetables"
"1175_28-06-2014","citrus fruit"
"4800_29-12-2014","berries"
"1759_01-08-2014","pet care"
"2252_08-06-2014","yogurt"
"4958_06-02-2014","chewing gum"
"4082_07-05-2014","pastry"
"2642_15-06-2014","pet care"
"1805_02-05-2014","tropical fruit"
"2706_03-05-2014","oil"
"3843_09-12-2014","misc. beverages"
"1061_17-03-2014","soda"
"2345_30-11-2014","other vegetables"
"3256_10-10-2014","canned beer"
"1693_09-02-2014","UHT-milk"
"4275_30-10-2014","canned beer"
"1969_05-01-2014","other vegetables"
"3185_12-06-2014","oil"
"3474_29-10-2014","other vegetables"
"4828_28-10-2014","zwieback"
"1157_04-10-2014","tropical fruit"
"2692_23-06-2014","hygiene articles"
"3399_25-05-2014","brown bread"
"3792_30-07-2014","beef"
"1077_30-08-2014","canned beer"
"2711_23-10-2014","ham"
"2298_02-10-2014","root vegetables"
"1991_25-12-2014","butter"
"3821_08-03-2014","ice cream"
"1591_29-12-2014","packaged fruit/vegetables"
"2966_08-10-2014","other vegetables"
"3795_04-02-2014","misc. beverages"
"2970_11-11-2014","other vegetables"
"4468_02-05-2014","bottled water"
"1244_25-11-2014","rolls/buns"
"4121_25-07-2014","liquor"
"3424_08-05-2014","root vegetables"
"1341_21-04-2014","honey"
"3801_25-08-2014","rolls/buns"
"2230_24-07-2014","sausage"
"2323_27-12-2014","whole milk"
"2907_02-11-2014","root vegetables"
"2447_26-07-2014","rolls/buns"
"4272_15-05-2014","margarine"
"1433_22-09-2014","salty snack"
"3846_04-08-2014","shopping bags"
"4694_05-12-2014","onions"
"1748_27-07-2014","whipped/sour cream"
"4410_24-11-2014","whole milk"
"4636_26-03-2014","citrus fruit"
"1867_19-11-2014","cream cheese "
"4334_16-03-2014","bottled water"
"1034_24-02-2014","pip fruit"
"3461_19-05-2014","soda"
"2488_26-08-2014","turkey"
"4150_24-03-2014","bottled beer"
"2412_12-12-2014","other vegetables"
"3505_31-07-2014","candy"
"2718_11-08-2014","packaged fruit/vegetables"
"2564_14-01-2014","rolls/buns"
"2005_18-10-2014","mustard"
"3835_03-02-2014","soda"
"2402_29-09-2014","cream cheese "
"4343_26-04-2014","pastry"
"2562_30-04-2014","nut snack"
"2753_23-02-2014","bottled beer"
"4553_04-11-2014","other vegetables"
"3760_07-03-2014","other vegetables"
"3729_24-12-2014","shopping bags"
"1674_07-06-2014","detergent"
"3817_29-12-2014","dessert"
"4933_02-07-2014","white wine"
"3836_14-06-2014","soda"
"4925_26-09-2014","pip fruit"
"4886_04-07-2014","cream cheese "
"4504_21-01-2014","misc. beverages"
"3830_28-01-2014","curd"
"4234_22-01-2014","other vegetables"
"1727_11-08-2014","brown bread"
"2511_10-11-2014","sugar"
"4232_07-07-2014","root vegetables"
"3081_18-07-2014","detergent"
"4906_17-07-2014","beef"
"4018_28-02-2014","yogurt"
"2890_13-02-2014","bottled water"
"1822_05-06-2014","candy"
"3849_18-02-2014","berries"
"3238_03-07-2014","root vegetables"
"4458_21-03-2014","seasonal products"
"1522_24-12-2014","margarine"
"1419_08-12-2014","yogurt"
"4652_26-08-2014","yogurt"
"3896_06-04-2014","spread cheese"
"2754_04-06-2014","whole milk"
"2068_21-07-2014","female sanitary products"
"2522_17-07-2014","bottled water"
"4434_28-01-2014","chewing gum"
"4896_05-03-2014","root vegetables"
"3462_21-09-2014","pip fruit"
"1341_08-11-2014","bottled water"
"4036_14-06-2014","rolls/buns"
"1811_13-11-2014","tropical fruit"
"2247_11-08-2014","fruit/vegetable juice"
"3727_13-07-2014","whole milk"
"2626_09-08-2014","whole milk"
"3225_19-09-2014","other vegetables"
"1483_25-01-2014","fruit/vegetable juice"
"2062_22-08-2014","domestic eggs"
"3310_09-09-2014","soda"
"4500_25-10-2014","curd"
"3643_06-03-2014","whipped/sour cream"
"1887_05-04-2014","fruit/vegetable juice"
"2196_12-02-2014","whole milk"
"1791_02-02-2014","tropical fruit"
"1402_14-10-2014","rolls/buns"
"2279_03-01-2014","long life bakery product"
"1650_20-01-2014","coffee"
"3776_02-07-2014","whole milk"
"3753_28-12-2014","bottled beer"
"4868_24-12-2014","root vegetables"
"3682_24-12-2014","other vegetables"
"2344_20-11-2014","bottled beer"
